ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,11,"2,437","19,420","24,374","19,420",0,0,0,0,0,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Denali NP & PRES,DENA,National Park,Alaska,AK,2023,12,"2,486","12,334","24,996","12,334",0,0,0,0,7,0,0,Denali NP & PRES,DENA,National Park,Alaska,AK,2023,"498,722","847,073","5,985,104","211,768",0,"20,069",0,0,"29,720",0,0
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,1,"5,956",111,"43,751",111,0,0,326,0,0,111,502,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,2,"6,899",126,"50,618",126,0,0,512,0,0,126,582,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,3,"7,989",75,"59,699",75,0,0,664,0,0,75,699,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,4,"7,707",144,"55,874",144,0,0,506,0,0,144,789,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,5,"9,215",123,"67,422",123,0,0,604,0,0,123,"1,469",Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,6,"8,474",105,"65,005",105,0,0,976,0,0,105,823,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,7,"7,375",243,"58,114",243,0,0,708,0,0,243,524,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,8,"6,904",177,"52,252",177,0,0,520,0,0,177,676,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,9,"6,382",186,"49,622",186,0,0,462,0,0,186,372,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,10,"4,820",69,"35,653",69,0,0,286,0,0,69,183,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,11,"6,147",102,"42,274",102,0,0,276,0,0,102,311,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,12,"6,417",147,"48,546",147,0,0,480,0,0,147,596,Dry Tortugas NP,DRTO,National Park,Southeast ,FL,2023,"84,285","1,608","628,830","19,296",0,0,"6,320",0,0,"1,608","7,526"
Everglades NP,EVER,National Park,Southeast ,FL,2023,1,"94,483",600,"960,859",600,0,"18,572",0,0,"3,399",0,209,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,2,"95,683",600,"796,568",600,0,"13,786",0,0,"2,917",0,32,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,3,"101,446",600,"667,617",600,0,"10,772",0,0,"1,028",0,30,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,4,"73,876",600,"439,463",600,0,"5,933",0,0,598,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,5,"52,527",600,"240,865",600,0,"1,879",0,0,271,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,6,"51,515",300,"188,155",300,0,963,0,0,52,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,7,"59,243",300,"212,834",300,0,"1,015",0,0,42,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,8,"56,369",300,"194,322",300,0,513,0,0,22,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,9,"44,341",300,"160,829",300,0,576,0,0,79,0,1,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,10,"39,358",600,"179,918",600,0,"1,112",0,0,192,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,11,"63,485",600,"368,458",600,0,"4,680",0,0,661,0,0,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Everglades NP,EVER,National Park,Southeast ,FL,2023,12,"77,863",600,"561,893",600,0,"9,153",0,0,"1,150",0,18,Everglades NP,EVER,National Park,Southeast ,FL,2023,"810,189","6,000","4,971,781","27,000",0,"68,954",0,0,"10,411",0,290
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,1,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,2,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,3,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,4,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,5,275,0,138,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,6,"2,748",0,"12,654",0,0,0,0,0,472,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,7,"3,287",0,"40,162",0,0,0,0,0,"1,609",0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,8,"3,398",0,"43,390",0,0,0,0,0,"1,742",0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,9,"1,337",0,"4,912",0,0,0,0,0,177,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,10,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,11,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,12,0,0,0,0,0,0,0,0,0,0,0,Gates of the Arctic NP & PRES,GAAR,National Park,Alaska,AK,2023,"11,045",0,"101,256",0,0,0,0,0,"4,000",0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,1,"81,397",0,"179,074",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,2,"95,271",0,"209,596",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,3,"205,586",0,"452,289",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,4,"200,997",0,"442,193",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,5,"213,062",0,"468,736",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,6,"309,799",0,"681,558",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,7,"444,863",0,"978,699",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,8,"246,598",0,"542,515",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,9,"184,624",0,"406,173",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,10,"174,886",0,"384,749",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,11,"146,410",0,"322,102",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,12,"119,343",0,"262,555",0,0,0,0,0,0,0,0,Gateway Arch NP,JEFF,National Park,Midwest ,MO,2023,"2,422,836",0,"5,330,239",0,0,0,0,0,0,0,0
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,1,223,0,"2,996",0,0,0,0,0,22,0,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,2,223,36,"2,996",36,0,0,0,0,22,140,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,3,273,0,"3,196",0,0,0,0,0,22,0,70,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,4,"8,826",0,"106,396",0,0,0,0,0,41,0,97,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,5,"102,982",39,"1,254,293",39,541,0,47,0,285,140,405,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,6,"141,387",74,"1,833,150",74,"4,132",0,177,0,"1,088",660,"2,570",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,7,"146,538",91,"1,918,330",91,"4,726",0,286,0,"1,189","1,110","3,218",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,8,"147,761",116,"1,875,592",116,"2,563",0,149,0,886,890,"2,569",Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,9,"110,826",74,"1,338,059",74,392,0,10,0,90,740,264,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,10,"44,177",16,"528,616",16,0,0,0,0,3,160,20,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,11,224,12,"2,880",12,0,0,0,0,0,120,87,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,12,219,0,"2,680",0,0,0,0,0,0,0,78,Glacier Bay NP & PRES,GLBA,National Park,Alaska,AK,2023,"703,659",458,"8,869,184","96,100","12,354",0,669,0,"3,648","3,960","9,518"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,1,"17,411",0,"70,966",0,0,0,12,24,37,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,2,"17,052",0,"70,395",0,0,0,8,84,30,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,3,"24,010",0,"97,922",0,0,0,12,51,41,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,4,"43,799",0,"188,399",0,0,0,268,420,46,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,5,"206,419",107,"1,180,168",107,"4,188",0,"6,475","8,166",252,0,613,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,6,"514,570",633,"6,607,348",633,"27,955",0,"27,664","32,004","3,705",0,"2,778",Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,7,"722,535",963,"9,049,107",963,"34,672",0,"38,779","34,887","10,064",0,"2,850",Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,8,"652,866",541,"8,311,667",541,"34,572",0,"36,581","30,753","11,213",0,"2,875",Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,9,"553,565",323,"6,337,205",323,"13,331",0,"19,850","23,364","6,221",0,"1,763",Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,10,"138,938",72,"655,533",72,0,0,"2,558","2,574",412,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,11,"22,683",0,"90,869",0,0,0,2,0,5,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Glacier NP,GLAC,National Park,Intermountain ,MT,2023,12,"19,768",5,"80,279",5,0,0,10,9,48,0,0,Glacier NP,GLAC,National Park,Intermountain ,MT,2023,"2,933,616","2,644","32,739,858","22,876","114,718",0,"132,219","132,336","32,074",0,"10,879"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,1,"134,361",778,"2,056,353",778,"17,345",510,"1,003",475,"8,045",0,109,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,2,"151,395",532,"2,340,155",532,"20,599",831,"1,144",538,"9,839",0,231,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,3,"326,916",657,"4,986,774",657,"44,958",730,"10,847","5,100","22,729",0,"1,805",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,4,"463,305","1,426","7,152,849","1,426","46,264","3,414","16,014","8,966","33,315",0,"2,915",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,5,"491,137",886,"7,696,773",886,"46,021","3,012","19,927","11,197","41,685",0,"3,880",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,6,"506,448","1,194","7,897,780","1,194","57,657","5,154","21,797","12,218","36,026",0,"3,962",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,7,"557,321",802,"8,798,011",802,"47,098","5,287","23,093","11,869","30,634",0,"4,460",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,8,"522,994","1,548","8,362,466","1,548","57,468","4,636","19,024","9,773","25,507",0,"2,719",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,9,"466,960","1,576","7,384,940","1,576","65,942","3,481","19,232","10,867","34,084",0,"3,382",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,10,"474,360",900,"7,430,831",900,"50,430","3,288","16,624","8,744","29,720",0,"2,524",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,11,"332,145","1,568","5,170,237","1,568","39,416","3,728","8,824","3,920","18,381",0,"1,022",Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,12,"306,363",666,"4,775,758",666,"36,831","3,309","1,490",665,"9,760",0,281,Grand Canyon NP,GRCA,National Park,Intermountain ,AZ,2023,"4,733,705","12,533","74,052,927","12,533","530,029","37,380","159,019","84,332","299,725",0,"27,290"
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,1,"57,106","139,588","182,354","139,588",343,0,0,0,223,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,2,"54,597","128,323","168,860","128,323",162,0,25,0,73,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,3,"55,723","129,257","170,427","129,257",92,0,32,0,43,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,4,"66,950","95,605","200,928","95,605",0,0,4,0,0,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,5,"266,980","123,015","1,500,112","123,015","9,317","25,774",0,0,764,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,6,"578,980","142,836","4,316,284","142,836","44,205","81,760",0,0,"6,309",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,7,"707,359","169,457","5,388,249","169,457","50,248","104,823",0,0,"12,425",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,8,"682,600","166,184","4,822,434","166,184","43,172","85,547",0,0,"13,570",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,9,"602,607","141,077","3,845,882","141,077","38,338","58,598",0,0,"7,580",0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,10,"240,943","121,874","905,779","121,874","2,640","6,043",0,0,699,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,11,"50,458","95,637","151,412","95,637",0,0,0,0,2,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,12,"52,803","117,992","161,529","117,992",136,0,7,0,17,0,0,Grand Teton NP,GRTE,National Park,Intermountain ,WY,2023,"3,417,106","1,570,845","21,814,250","1,570,845","188,653","362,545",68,0,"41,705",0,0
Great Basin NP,GRBA,National Park,Pacific West ,NV,2023,1,"1,045",100,"4,022",100,0,0,24,56,0,0,0,Great Basin NP,GRBA,National Park,Pacific West ,NV,2023,"143,265","1,200","1,515,358",600,0,0,"25,844","20,262",453,0,"1,193"
